Zip,Date Recd,Date Rept,Lab No,1:1 Soil pH,WDRF Buffer,1:1 Soluble Salt,Excess Lime,Organic Matter,CO2-C,H2O Total N,H2O Organic N,H2O Total Organic C,H3A Nitrate,H3A Ammonium,H3A Inorganic Nitrogen,H3A Total Phosphorus,H3A Inorganic Phosphorus,H3A Organic Phosphorus,H3A ICAP Potassium,H3A ICAP Calcium,H3A ICAP Aluminum,H3A ICAP Iron,H3A ICAP Sulfur,H3A ICAP Zinc,H3A ICAP Manganese,H3A ICAP Copper,H3A ICAP Magnesium,H3A ICAP Sodium,% MAC,Organic C:N,Organic N:Inorganic N,Organic N Release,Organic N Reserve,Organic P Release,Organic P Reserve,Soil Health Calculation,Available N,Available P,Available K,Nutrient Value,Traditional N,Haney Test N,Lbs N Difference,N savings,Past Crop,Crop 1,YG 1,Nitrogen Rec 1,P205 Rec 1,K2O Rec 1,Magnesium Rec 1,Sulfur Rec 1,Zinc Rec 1,Iron Rec 1,Manganese Rec 1,Copper Rec 1,Lime Rec 1,Crop 2,YG 2,Nitrogen Rec 2,P205 Rec 2,K2O Rec 2,Magnesium Rec 2,Sulfur Rec 2,Zinc Rec 2,Iron Rec 2,Manganese Rec 2,Copper Rec 2,Lime Rec 2,Crop 3,YG 3,Nitrogen Rec 3,P205 Rec 3,K2O Rec 3,Magnesium Rec 3,Sulfur Rec 3,Zinc Rec 3,Iron Rec 3,Manganese Rec 3,Copper Rec 3,Lime Rec 3,Beta Glucosidase ppm pNP g-1 soil h-1,Urease ppm NH4-N g-1 soil h-1,Phosphodiesterase ppm pNP g-1 soil h-1,Dehydrogenase ppm INTF g-1 soil h-1,Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1,Beta Glucosaminidase ppm pNP g-1 soil h-1,Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1,Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1,Arylsulfatase ppm pNP g-1 soil h-1,Enzyme Soil Moisture %,Beginning Depth,Ending Depth,Cover Crop Mix,Cover crop mix,Sample Type,Test ID,Soil pH 1:1,Wdrf Buffer,"1:1 Electrical Conductivity, mmho/cm","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnesium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %",H2O Org. C:Org. N ,H2O Org. N:H3A Inorg. N,"Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P",Soil Health Score,"Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","H3A Magnessium, ppm Mg"
56073,4/1/2024,4/3/2024,501471.0,6.2,6.8,0.63,NONE,4.5,111.12,84.48,27.94,230.11,44.3,23.2,67.5,44.29,39.4,4.89,92.29,722.32,114.77,70.72,66.32,0.91,7.01,0.16,184.5,11.14,48.29,8.23,0.49,27.94,0.0,4.89,0.0,16.66,229.07,101.87,110.74,340.46,106.32,229.07,122.75,127.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501472.0,5.3,6.3,0.66,NONE,3.9,66.83,77.26,23.12,227.14,24.8,55.6,80.4,36.57,31.3,5.27,98.07,534.62,164.82,83.76,114.28,0.37,6.52,0.23,155.2,14.02,29.42,9.83,0.43,23.12,0.0,4.66,0.62,13.54,248.44,82.7,117.68,355.26,59.52,248.44,188.92,196.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501473.0,5.4,6.3,0.63,NONE,3.8,136.16,80.34,21.8,209.01,27.2,54.5,81.7,20.22,16.0,4.22,77.73,485.56,171.8,78.08,96.64,0.34,6.89,0.21,133.12,13.13,65.15,9.59,0.37,21.8,0.0,4.22,0.0,17.71,248.41,46.5,93.28,326.38,65.28,248.41,183.13,190.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501474.0,5.8,6.6,0.79,NONE,4.2,109.67,95.9,22.96,209.81,41.8,51.2,93.0,43.55,39.1,4.45,103.62,684.81,136.5,78.03,109.93,0.58,7.58,0.15,155.94,13.1,52.27,9.14,0.31,22.96,0.0,4.45,0.0,15.63,278.31,100.16,124.35,397.69,100.32,278.31,177.99,185.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501475.0,5.7,6.4,0.61,NONE,4.4,58.37,76.33,21.99,194.05,33.0,34.4,67.4,52.97,47.1,5.87,92.82,706.52,121.39,92.93,64.29,0.89,7.55,0.12,116.23,10.56,30.08,8.82,0.4,21.99,0.0,5.3,0.57,11.92,214.53,120.52,111.38,334.24,79.2,214.53,135.33,140.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501476.0,5.6,6.3,0.29,NONE,4.6,60.55,44.61,18.17,176.6,21.4,6.97,28.37,31.34,27.2,4.14,81.85,631.62,125.77,83.73,14.39,0.69,6.96,0.1,125.06,14.08,34.29,9.72,0.69,18.17,0.0,4.14,0.0,11.4,111.69,72.07,98.22,198.42,51.36,111.69,60.33,62.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501477.0,6.9,,0.29,NONE,4.3,62.07,115.11,24.27,207.85,54.0,81.3,135.3,75.66,69.3,6.36,81.88,778.94,114.19,44.19,5.97,1.22,7.37,0.12,153.37,8.58,29.87,8.56,0.27,24.27,0.0,5.7,0.66,12.79,382.97,172.49,98.26,526.77,129.6,382.97,253.37,263.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501478.0,7.5,,0.11,NONE,5.0,82.34,35.93,27.59,302.0,4.26,6.54,10.8,373.7,296.0,77.7,224.28,1503.36,86.78,31.86,6.48,4.87,6.13,0.11,172.53,11.96,27.26,10.94,3.31,27.59,0.0,63.56,14.15,17.03,92.15,826.98,269.13,610.81,10.22,92.15,81.92,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501479.0,6.6,,0.23,NONE,4.1,37.39,100.11,23.47,242.84,44.2,86.9,131.1,53.35,48.3,5.05,113.26,701.93,165.49,51.96,7.73,0.91,5.24,0.13,142.63,8.21,15.4,10.35,0.31,14.46,9.01,2.33,2.72,10.94,349.34,116.46,135.91,484.84,106.08,349.34,243.26,252.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501480.0,6.4,6.7,0.18,NONE,3.9,52.85,61.27,23.73,229.61,24.3,40.2,64.5,96.22,89.4,6.82,264.29,685.67,143.55,80.71,7.8,1.36,8.31,0.13,116.89,7.58,23.02,9.68,0.63,21.85,1.88,4.71,2.11,12.25,207.23,216.45,317.14,473.66,58.32,207.23,148.91,154.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501481.0,6.6,,0.09,NONE,4.1,57.28,33.3,23.63,311.85,5.26,8.96,14.22,44.44,40.4,4.04,184.98,592.92,118.83,80.1,4.1,0.79,7.41,0.14,123.25,6.42,18.37,13.2,2.44,17.36,6.27,2.23,1.81,14.33,75.8,98.04,221.97,234.92,12.62,75.8,63.18,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501482.0,6.0,6.6,0.16,NONE,3.8,111.19,51.57,19.92,229.35,23.6,19.9,43.5,48.47,45.1,3.37,126.01,510.85,138.99,103.13,9.0,0.71,6.05,0.27,126.17,8.99,48.48,11.51,0.63,19.92,0.0,3.37,0.0,15.84,152.22,111.48,151.21,285.19,56.64,152.22,95.58,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501483.0,6.2,6.7,0.19,NONE,3.7,104.56,58.9,20.36,217.42,25.9,35.8,61.7,38.21,34.8,3.41,76.23,589.55,151.12,57.05,8.27,0.49,7.18,0.17,145.05,11.12,48.09,10.68,0.53,20.36,0.0,3.41,0.0,15.1,196.95,87.87,91.48,290.99,62.16,196.95,134.79,140.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501484.0,6.0,6.6,0.11,NONE,3.4,59.05,33.33,18.87,223.78,10.7,6.29,16.99,33.13,29.0,4.13,100.3,555.93,153.05,105.61,7.04,0.46,6.24,0.19,124.05,10.58,26.39,11.86,1.31,18.87,0.0,3.27,0.86,12.27,86.07,74.22,120.37,183.84,25.68,86.07,60.39,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501485.0,6.7,,0.16,NONE,3.4,86.81,41.43,17.27,209.02,19.5,10.3,29.8,35.44,31.8,3.64,85.41,727.62,142.31,93.08,7.06,0.51,6.63,0.19,185.88,11.46,41.53,12.11,0.71,17.27,0.0,3.64,0.0,14.59,112.96,81.51,102.49,206.22,46.8,112.96,66.16,68.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501486.0,6.7,,0.18,NONE,4.2,89.91,56.24,21.67,238.46,27.7,14.9,42.6,58.7,54.3,4.4,102.39,744.56,123.46,39.09,6.52,0.99,5.94,0.13,183.66,9.82,37.71,11.0,0.63,21.67,0.0,4.4,0.0,15.93,154.25,135.0,122.87,283.95,66.48,154.25,87.77,91.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501487.0,6.5,6.8,0.14,NONE,3.4,32.62,29.34,18.02,221.16,8.06,5.97,14.03,29.95,27.2,2.75,68.18,580.89,136.03,63.07,6.29,0.52,6.26,0.2,147.4,9.15,14.75,12.27,1.59,10.63,7.39,1.22,1.53,9.49,59.19,65.36,81.82,132.53,19.34,59.19,39.84,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501488.0,6.1,6.5,0.15,NONE,4.4,87.66,28.43,16.94,223.79,8.3,5.16,13.46,20.25,16.2,4.05,136.01,573.36,132.85,69.22,5.24,0.63,5.57,0.1,115.46,8.76,39.17,13.21,1.47,16.94,0.0,4.05,0.0,14.94,72.96,46.59,163.21,178.91,19.92,72.96,53.04,55.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501489.0,6.2,6.7,0.14,NONE,3.3,50.45,28.11,15.43,198.33,9.99,5.72,15.71,24.88,22.2,2.68,74.48,459.0,146.02,88.36,5.44,0.46,5.26,0.33,139.6,11.22,25.44,12.85,1.22,15.43,0.0,2.04,0.63,10.55,74.74,55.76,89.37,148.06,23.98,74.74,50.76,52.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501490.0,6.2,6.7,0.18,NONE,4.4,58.92,38.52,18.17,222.27,17.1,6.01,23.11,27.28,23.6,3.68,60.37,648.12,112.46,72.14,4.83,0.71,6.8,0.17,162.28,8.75,26.51,12.24,0.89,18.17,0.0,2.93,0.75,12.15,99.06,61.01,72.45,167.31,41.04,99.06,58.02,60.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501491.0,6.0,6.6,0.18,NONE,3.9,77.81,26.6,13.0,156.98,11.1,4.61,15.71,17.33,14.7,2.63,52.97,549.16,134.07,58.53,5.11,0.46,6.26,0.17,134.58,8.53,49.57,12.07,0.96,13.0,0.0,2.63,0.0,12.22,68.91,39.86,63.56,121.78,26.64,68.91,42.27,43.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501492.0,5.7,6.4,0.19,NONE,4.0,68.43,36.7,16.96,192.96,16.6,5.49,22.09,22.61,19.1,3.51,81.33,532.1,129.06,60.63,6.58,0.73,11.85,0.15,97.41,11.89,35.47,11.38,0.86,16.96,0.0,3.51,0.0,12.4,93.72,51.99,97.6,170.18,39.84,93.72,53.88,56.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501493.0,6.4,6.8,0.26,NONE,3.4,65.02,54.5,13.46,174.6,28.0,35.1,63.1,27.49,23.5,3.99,72.18,587.39,138.23,86.13,5.84,0.44,6.98,0.17,141.8,9.65,37.24,12.97,0.33,13.46,0.0,3.99,0.0,11.34,183.74,63.24,86.61,263.49,67.2,183.74,116.54,121.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501494.0,7.7,,0.13,NONE,3.7,35.59,25.14,18.43,230.81,2.98,5.17,8.15,95.93,91.4,4.53,76.82,964.27,126.24,51.91,4.28,1.14,6.5,0.16,201.52,8.95,15.42,12.53,2.75,11.37,7.06,2.09,2.43,10.02,46.84,215.04,92.19,193.72,7.15,46.84,39.69,41.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501495.0,7.4,,0.18,NONE,4.2,43.67,30.31,21.2,279.53,4.82,5.68,10.5,164.26,157.0,7.26,150.89,1102.74,115.92,62.51,12.21,1.75,7.72,0.15,179.32,9.5,15.62,13.19,2.33,13.25,7.95,3.4,3.86,12.08,56.99,368.92,181.07,319.51,11.57,56.99,45.42,47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501496.0,7.2,,0.13,NONE,4.0,223.47,31.66,23.08,333.5,2.61,7.7,10.31,46.48,41.4,5.08,85.36,730.78,162.55,53.63,6.36,0.71,4.95,0.22,194.49,8.29,67.01,14.45,2.69,23.08,0.0,5.08,0.0,24.94,80.14,106.89,102.43,183.73,6.26,80.14,73.87,76.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501497.0,5.9,6.3,0.05,NONE,3.3,49.63,17.41,14.63,234.19,0.25,5.89,6.14,16.85,13.8,3.05,50.56,343.16,155.85,114.28,4.01,0.31,4.9,0.31,95.78,8.66,21.19,16.0,5.26,12.41,2.23,1.94,1.11,11.11,44.51,36.2,60.67,93.28,0.6,44.51,43.91,45.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501498.0,5.8,6.4,0.22,NONE,4.0,68.07,35.89,17.82,226.61,14.7,7.4,22.1,41.63,37.3,4.33,72.39,524.49,167.63,65.66,24.25,0.98,7.42,0.19,120.45,10.15,30.04,12.71,0.99,17.82,0.0,3.9,0.43,13.12,95.82,94.77,86.87,186.68,35.28,95.82,60.54,62.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501499.0,6.0,6.4,0.17,NONE,4.0,79.74,30.88,18.12,236.91,9.63,5.94,15.57,51.08,46.6,4.48,99.72,507.25,171.63,84.15,13.21,0.8,5.73,0.26,131.63,12.62,33.66,13.08,1.42,18.12,0.0,4.48,0.0,14.52,80.85,117.5,119.66,197.96,23.11,80.85,57.73,60.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501500.0,6.2,6.5,0.06,NONE,4.1,98.27,23.04,17.63,233.09,1.63,6.11,7.74,15.01,11.5,3.51,58.55,512.37,158.67,55.07,4.15,0.77,5.96,0.13,109.19,9.53,42.16,13.22,3.26,17.63,0.0,3.51,0.0,16.25,60.89,34.53,70.26,114.34,3.91,60.89,56.98,59.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501501.0,6.4,6.7,0.09,NONE,4.0,47.76,27.74,19.39,259.76,4.03,6.15,10.18,40.95,35.9,5.05,66.79,622.02,144.82,83.88,5.39,0.85,5.13,0.2,137.37,12.68,18.39,13.4,2.32,14.26,5.13,2.79,2.27,11.91,58.65,88.98,80.15,142.01,9.67,58.65,48.98,50.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501502.0,6.3,6.8,0.11,NONE,3.1,57.68,22.8,12.86,185.89,5.89,6.52,12.41,25.74,23.2,2.54,51.76,504.25,171.23,73.05,12.65,0.31,5.12,0.29,142.51,12.09,31.03,14.45,1.29,12.86,0.0,2.36,0.18,10.77,60.66,58.79,62.12,121.19,14.14,60.66,46.52,48.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501503.0,5.6,6.2,0.14,NONE,4.1,62.82,25.38,16.04,234.5,4.74,6.12,10.86,32.43,27.9,4.53,60.43,495.99,163.58,94.3,19.52,0.54,8.43,0.21,117.86,43.95,26.79,14.62,1.72,16.04,0.0,3.64,0.89,12.58,64.57,72.54,72.51,136.78,11.38,64.57,53.19,55.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501504.0,5.5,6.3,0.14,NONE,4.4,38.08,30.4,16.82,227.65,8.02,5.6,13.62,26.17,22.0,4.17,53.09,508.28,169.84,67.04,17.77,0.49,7.49,0.14,111.15,8.12,16.73,13.53,1.24,11.25,5.57,2.09,2.08,10.04,59.7,55.41,63.71,119.43,19.25,59.7,40.45,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501505.0,6.1,6.6,0.12,NONE,4.4,57.07,26.54,15.69,193.95,5.91,7.42,13.33,38.76,34.5,4.26,72.63,653.39,135.02,61.91,9.49,0.85,5.89,0.11,112.36,8.06,29.43,12.36,1.45,15.69,0.0,3.76,0.5,11.15,69.65,88.01,87.16,156.49,14.18,69.65,55.46,57.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501506.0,6.4,6.7,0.08,NONE,4.8,237.35,31.43,23.55,281.05,2.2,6.95,9.15,19.99,15.6,4.39,81.73,593.55,152.58,58.46,4.94,0.62,4.6,0.17,132.03,8.02,84.45,11.94,2.99,23.55,0.0,4.39,0.0,24.93,78.47,45.98,98.08,151.8,5.28,78.47,73.19,76.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501507.0,6.0,6.4,0.09,NONE,3.9,115.37,27.9,20.51,254.68,3.51,6.18,9.69,36.84,33.1,3.74,78.09,492.36,152.02,76.25,4.78,0.55,6.31,0.18,108.55,7.4,45.3,12.41,2.78,20.51,0.0,3.74,0.0,16.76,72.49,84.73,93.71,161.22,8.42,72.49,64.06,66.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501508.0,7.0,,0.11,NONE,3.5,65.3,27.77,20.06,268.17,2.93,6.11,9.04,12.7,9.52,3.18,47.73,725.79,159.11,46.96,5.7,0.84,3.04,0.16,171.66,8.47,24.35,13.37,2.6,19.54,0.52,2.33,0.86,13.9,68.59,27.24,57.27,112.5,7.03,68.59,61.55,64.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501509.0,6.3,6.7,0.06,NONE,2.5,53.21,25.08,19.06,247.3,2.16,6.58,8.74,48.0,45.0,3.0,41.91,462.37,174.24,70.6,4.19,0.53,3.59,0.17,103.58,8.02,21.52,12.98,3.17,16.4,2.66,1.93,1.06,12.17,60.33,107.95,50.3,137.55,5.18,60.33,55.15,57.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501510.0,7.0,,0.16,NONE,4.1,97.84,35.24,23.8,284.9,5.84,6.58,12.42,49.48,45.0,4.48,102.81,695.79,134.16,74.3,5.42,1.06,7.27,0.2,157.06,7.59,34.34,11.97,2.08,23.8,0.0,4.48,0.0,17.86,86.93,113.81,123.37,204.44,14.02,86.93,72.91,75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56073,4/1/2024,4/3/2024,501511.0,6.2,6.5,0.08,NONE,4.0,91.88,30.18,21.37,245.18,3.81,6.75,10.56,21.7,17.6,4.1,41.86,630.29,135.23,73.88,3.89,0.93,5.0,0.12,121.12,9.94,37.47,11.47,2.43,21.37,0.0,4.1,0.0,16.23,76.63,49.91,50.23,127.77,9.14,76.63,67.49,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
